time;throughput (kbps)
2346.2;41498.8
2346.3;35213.5
2346.4;26945.1
2346.5;21482.2
2346.6;22739.2
2346.7;23185.6
2346.8;34859.4
2346.9;23710.4
2347;36963.5
2347.1;22529.5
2347.2;14339.9
2347.3;28636.5
2347.4;22123
2347.5;27137.3
2347.6;37358.2
2347.7;24910.5
2347.8;31590.5
2347.9;32492.3
2348;17551.4
2348.1;34598.4
2348.2;18231.8
2348.3;37177.4
2348.4;39779.8
2348.5;57640.9
2348.6;44277.8
2348.7;25494.5
2348.8;42513.7
2348.9;24506.6
2349;30293.8
2349.1;33509.8
2349.2;31431.8
2349.3;33037.8
2349.4;32152.2
2349.5;29808.3
2349.6;41123.7
2349.7;20619.5
2349.8;26979.6
2349.9;30274.2
2350;22994.4
2350.1;26753.6
2350.2;30920.7
2350.3;42119.3
2350.4;28306.2
2350.5;41114.6
2350.6;29212.4
2350.7;28872.1
2350.8;26973.8
2350.9;19212.2
2351;38142.5
2351.1;33896.7
2351.2;26286.7
2351.3;53398.1
2351.4;29995.2
2351.5;30470
2351.6;43829.1
2351.7;35345.6
2351.8;38899.8
2351.9;43719.4
2352;31726.5
2352.1;35523.8
2352.2;37618.7
2352.3;28664.2
2352.4;42066
2352.5;43310
2352.6;46446.6
2352.7;20469.8
2352.8;45293.8
2352.9;46693.9
2353;41870.2
2353.1;42122.7
2353.2;55112.6
2353.3;39299.4
2353.4;42318.4
2353.5;44227.8
2353.6;31234.4
2353.7;42750.7
2353.8;29842.2
2353.9;40154.1
2354;32450.9
2354.1;28051.9
2354.2;25102.3
2354.3;30164.2
2354.4;29821.8
2354.5;26138.6
2354.6;29558.9
2354.7;34238
2354.8;30043.2
2354.9;34783.3
2355;39569.8
2355.1;31221.6
2355.2;20324.6
2355.3;40083.8
2355.4;25429.6
2355.5;35769.6
2355.6;22266.8
2355.7;39158.5
2355.8;36090.3
2355.9;27815.4
2356;21307.5
2356.1;26683.4
2356.2;40079.5
2356.3;29972.2
2356.4;41745.9
2356.5;48383.6
2356.6;28619.7
2356.7;29201
2356.8;31021.4
2356.9;28558.2
2357;42630.9
2357.1;39255.8
2357.2;44454.2
2357.3;39000.4
2357.4;37924.7
2357.5;50506.5
2357.6;34513
2357.7;31119.6
2357.8;62347.4
2357.9;52999.9
2358;43020.6
2358.1;39699.8
2358.2;39000.6
2358.3;37631.6
2358.4;41433
2358.5;26885.4
2358.6;50360
2358.7;25449.2
2358.8;52089.6
2358.9;49119
2359;35669.4
2359.1;34755.4
2359.2;30630.2
2359.3;33460.6
2359.4;52939.8
2359.5;41060.4
2359.6;33636.8
2359.7;28980.9
2359.8;52091.1
2359.9;45405.4
2360;30512.9
2360.1;30236.3
2360.2;53849.4
2360.3;31233.9
2360.4;41021.7
2360.5;51565
2360.6;30310.7
2360.7;30783
2360.8;46997
2360.9;41868.6
2361;32589.2
2361.1;42962.7
2361.2;37085.4
2361.3;57441.4
2361.4;39479.5
2361.5;31342.1
2361.6;43892.2
2361.7;39043.4
2361.8;46175.4
2361.9;39963.8
2362;50787.4
2362.1;30539.9
2362.2;34155.9
2362.3;30030.3
2362.4;37871.8
2362.5;43622
2362.6;44478.8
2362.7;37924.6
2362.8;36198.8
2362.9;51085.9
2363;38613.8
2363.1;34715
2363.2;36749.4
2363.3;33738.9
2363.4;33179.4
2363.5;37086.6
2363.6;53185
2363.7;63665.5
2363.8;60090.2
2363.9;35667.2
2364;45759.2
2364.1;44024.5
2364.2;50372.1
2364.3;58414.6
2364.4;37228.3
2364.5;35673.1
2364.6;38728.8
2364.7;49988.8
2364.8;46240
2364.9;49766.7
2365;41368.2
2365.1;26220.6
2365.2;55169.6
2365.3;29830.7
2365.4;72319
2365.5;44401.1
2365.6;44225.3
2365.7;38222.4
2365.8;46595.4
2365.9;61671.3
2366;67024
2366.1;45205.4
2366.2;61560.9
2366.3;33263.7
2366.4;41860.2
2366.5;23282.7
2366.6;60816.1
2366.7;48922.5
2366.8;57050.5
2366.9;46793.7
2367;30579.5
2367.1;43974.2
2367.2;61357
2367.3;41503.8
2367.4;40993.8
2367.5;55824.2
2367.6;42718.4
2367.7;40040.3
2367.8;43908.4
2367.9;61025.2
2368;65868.7
2368.1;40999.8
2368.2;35777.4
2368.3;44889.1
2368.4;53621.8
2368.5;40170.2
2368.6;50171.8
2368.7;36815.4
2368.8;36213.4
2368.9;45205
2369;63903.6
2369.1;41099.9
2369.2;46351.9
2369.3;35735.5
2369.4;48353
2369.5;52719.2
2369.6;43514.6
2369.7;56888.2
2369.8;47365.8
2369.9;49353.8
2370;53441.3
2370.1;42774.6
2370.2;40078.8
2370.3;37624.3
2370.4;50253.8
2370.5;57040.3
2370.6;43282.2
2370.7;42655
2370.8;52251.1
2370.9;31135.5
2371;36323.4
2371.1;37011
2371.2;43958.2
2371.3;37119
2371.4;23266.4
2371.5;26640.8
2371.6;56267.7
2371.7;29303
2371.8;37897.2
2371.9;55738.4
2372;46345.2
2372.1;56393.8
2372.2;41708.6
2372.3;22360.1
2372.4;42765.7
2372.5;38413.4
2372.6;37998
2372.7;40502.5
2372.8;33844.6
2372.9;52107.8
2373;53718.2
2373.1;29939.4
2373.2;52365
2373.3;44314.1
2373.4;46743
2373.5;47154.2
2373.6;37882.5
2373.7;32751
2373.8;57314.8
2373.9;36602.2
2374;53093.8
2374.1;35825.7
2374.2;46898.4
2374.3;42455.4
2374.4;50198.8
2374.5;38291.8
2374.6;44129.6
2374.7;44635
2374.8;32707.9
2374.9;58254.6
2375;44969.6
2375.1;43598.1
2375.2;43269.6
2375.3;26998.4
2375.4;35246.8
2375.5;35381.4
2375.6;43606.6
2375.7;53241.4
2375.8;35175.4
2375.9;47639.8
2376;38739.1
2376.1;32983.5
2376.2;53259.8
2376.3;35872.8
2376.4;32524.2
2376.5;34893.8
2376.6;34005.5
2376.7;34720.5
2376.8;49829.5
2376.9;42269.4
2377;27731
2377.1;40593.3
2377.2;29584.2
2377.3;25678.2
2377.4;35718.6
2377.5;54172.8
2377.6;35974.2
2377.7;34686.1
2377.8;31299.4
2377.9;27025.6
2378;36738.3
2378.1;48191.7
2378.2;29423.3
2378.3;26577.8
2378.4;37651.4
2378.5;25953.1
2378.6;24741.9
2378.7;28758.1
2378.8;39154.8
2378.9;37934.9
2379;29686.2
2379.1;42881.2
2379.2;46033.1
2379.3;33787.6
2379.4;50474.1
2379.5;43654.2
2379.6;38498.9
2379.7;53475.4
2379.8;33284.9
2379.9;28185.4
2380;30756.9
2380.1;55705.9
2380.2;32590.9
2380.3;40774.5
2380.4;32834.8
2380.5;35402.4
2380.6;41615.5
2380.7;23072.2
2380.8;33791.3
2380.9;48201.6
2381;58842
2381.1;39238.2
2381.2;42971
2381.3;47221.3
2381.4;24679.4
2381.5;18659.4
2381.6;31966.6
2381.7;40131.4
2381.8;38454.2
2381.9;53805.9
2382;45313.6
2382.1;29070.8
2382.2;48073.8
2382.3;42848.3
2382.4;57391.7
2382.5;36906.2
2382.6;33192.9
2382.7;34985.2
2382.8;28061.3
2382.9;36385.7
2383;35706.1
2383.1;56015
2383.2;38451.7
2383.3;31838.3
2383.4;43562.6
2383.5;27520.9
2383.6;35695.4
2383.7;50181
2383.8;23147.6
2383.9;39987.7
2384;35346.7
2384.1;24283
2384.2;44461.9
2384.3;45008.1
2384.4;31323.9
2384.5;35944.6
2384.6;41977.4
2384.7;45374.6
2384.8;30565.9
2384.9;38574.5
2385;29027.4
2385.1;42536.8
2385.2;42282.6
2385.3;24787.9
2385.4;27167
2385.5;33798.2
2385.6;45940.9
2385.7;48913.6
2385.8;19492.9
2385.9;37966.2
2386;36500.5
2386.1;40890.9
2386.2;42963.7
2386.3;43625
2386.4;47464
2386.5;38372.4
2386.6;32021.1
2386.7;26394.1
2386.8;29514.2
2386.9;53535
2387;43808
2387.1;49150.3
2387.2;39377.1
2387.3;45270.6
2387.4;26608.4
2387.5;43532.2
2387.6;35423.1
2387.7;28749.1
2387.8;25255.1
2387.9;29826.3
2388;33880.1
2388.1;41361.5
2388.2;27982.6
2388.3;19527
2388.4;29945
2388.5;22416.2
2388.6;36126.7
2388.7;40449.1
2388.8;40362
2388.9;38932.4
2389;30633.8
2389.1;32329.9
2389.2;32270.9
2389.3;52716.9
2389.4;32857.6
2389.5;31733.9
2389.6;43151.8
2389.7;29241
2389.8;49284.6
2389.9;36858
2390;47854.8
2390.1;27392.3
2390.2;42074.6
2390.3;42335.7
2390.4;49999.3
2390.5;58038
2390.6;43233.3
2390.7;22809
2390.8;31945.3
2390.9;40561.3
2391;34319.1
2391.1;42242.6
2391.2;48385.1
2391.3;44151.8
2391.4;34588.2
2391.5;30013.8
2391.6;43591.1
2391.7;41477.4
2391.8;35977.6
2391.9;26348.2
2392;22109.9
2392.1;48251.2
2392.2;28551.1
2392.3;39959.4
2392.4;28169.8
2392.5;37652.2
2392.6;31938.5
2392.7;51867.3
2392.8;33959.6
2392.9;58449
2393;32137
2393.1;25492.4
2393.2;27006.7
2393.3;40207.6
2393.4;34173.2
2393.5;27296.6
2393.6;41543.7
2393.7;41046.4
2393.8;33487.4
2393.9;31687.9
2394;33011.2
2394.1;21758.3
2394.2;33182.1
2394.3;18924.3
2394.4;23235.3
2394.5;40574.9
2394.6;28374.2
2394.7;43258
2394.8;33242.4
2394.9;39766.3
2395;45186.6
2395.1;48770.8
2395.2;48339.3
2395.3;39115.8
2395.4;21645.7
2395.5;28566.6
2395.6;39173.3
2395.7;34260.2
2395.8;28099.5
2395.9;43774.8
2396;25905.4
2396.1;39934.5
2396.2;36656.7
2396.3;38272.5
2396.4;58696.1
2396.5;29549
2396.6;29078.6
2396.7;45478.2
2396.8;36888.1
2396.9;35460.6
2397;26584.9
2397.1;23060.5
2397.2;20058.4
2397.3;25777.3
2397.4;31521.9
2397.5;29833.4
2397.6;32776.3
2397.7;24176.2
2397.8;27290.8
2397.9;32999.5
2398;27315.8
2398.1;30697
2398.2;34345.6
2398.3;33996
2398.4;47230.5
2398.5;29305.5
2398.6;37779.4
2398.7;25943.8
2398.8;23869
2398.9;41864.4
2399;47118.1
2399.1;28113
2399.2;31941.8
2399.3;24250.2
2399.4;24986.6
2399.5;32984.4
2399.6;44905
2399.7;42806.4
2399.8;30644.7
2399.9;22857.9
2400;34896.5
2400.1;30634.6
2400.2;36258.3
2400.3;30614.2
2400.4;25613.8
2400.5;48003
2400.6;30847.4
2400.7;37325
2400.8;39970.1
2400.9;28589.1
2401;45646.4
2401.1;44591.2
2401.2;42350.9
2401.3;31861
2401.4;28757.8
2401.5;39868.2
2401.6;34760
2401.7;29574.5
2401.8;41479.4
2401.9;20952
2402;29890.4
2402.1;34489.1
2402.2;39952.7
2402.3;27799.3
2402.4;43862.4
2402.5;36685.9
2402.6;44862.2
2402.7;39626.6
2402.8;38730.6
2402.9;34762.2
2403;33427.2
2403.1;23940.9
2403.2;41975.7
2403.3;26425.1
2403.4;39513.8
2403.5;23358.1
2403.6;43276.6
2403.7;18873
2403.8;33063.4
2403.9;35939.9
2404;37534.3
2404.1;32675.3
2404.2;40019.1
2404.3;32891
2404.4;29582.6
2404.5;54411.4
2404.6;41714.4
2404.7;27668.4
2404.8;29665
2404.9;31398.6
2405;32282.2
2405.1;38677
2405.2;44481.6
2405.3;29869.3
2405.4;37328.4
2405.5;34288.4
2405.6;24071.9
2405.7;28037.9
2405.8;23445.4
2405.9;35216.2
2406;39118.6
2406.1;25928.2
2406.2;34075.1
2406.3;39578.3
2406.4;25369.7
2406.5;34289.7
2406.6;57066.4
2406.7;24582.2
2406.8;26021.4
2406.9;38315.9
2407;35985
2407.1;20936.4
2407.2;31799.6
2407.3;29371.4
2407.4;34566.7
2407.5;24093.8
2407.6;42929.8
2407.7;32481
2407.8;33275.7
2407.9;29996.8
2408;44455.5
2408.1;21333.9
2408.2;29474.6
2408.3;38720.9
2408.4;40877.5
2408.5;37059.4
2408.6;35788.1
2408.7;16793
2408.8;25459
2408.9;20749.9
2409;30346.3
2409.1;49368.4
2409.2;28500.8
2409.3;33924
2409.4;32882.6
2409.5;24708.2
2409.6;33799.5
2409.7;41652.6
2409.8;40972.4
2409.9;27580.2
2410;24352
2410.1;22216.9
2410.2;43964.8
2410.3;24428.2
2410.4;31803.3
2410.5;38131.6
2410.6;23258.9
2410.7;22718.8
2410.8;28855
2410.9;27846.7
2411;29241.9
2411.1;57474.9
2411.2;29450.9
2411.3;47788
2411.4;45199.7
2411.5;32253.7
2411.6;40843
2411.7;42932.9
2411.8;49245.8
2411.9;22399.3
2412;32912.6
2412.1;40352.4
2412.2;39521.2
2412.3;28798.6
2412.4;53283.3
2412.5;25983.8
2412.6;28036.3
2412.7;37316.9
2412.8;37797.4
2412.9;28472.5
2413;38835.4
2413.1;36672.6
2413.2;35939.4
2413.3;33441
2413.4;27574.7
2413.5;39306.3
2413.6;23671.4
2413.7;25758.4
2413.8;38433.8
2413.9;52750.2
2414;28756.3
2414.1;30636
2414.2;54253.3
2414.3;34355.8
2414.4;49778.8
2414.5;33635.4
2414.6;26162.7
2414.7;26483.4
2414.8;44431.5
2414.9;28850.3
2415;26259.3
2415.1;50207.2
2415.2;41984.2
2415.3;32096.1
2415.4;22556.6
2415.5;36605.9
2415.6;31036.8
2415.7;22397.5
2415.8;38258.7
2415.9;41207.7
2416;32786
2416.1;32788.4
2416.2;34164.2
2416.3;26026.6
2416.4;32349.1
2416.5;32506.6
2416.6;36796.6
2416.7;25581.4
2416.8;50348.6
2416.9;53208.6
2417;50700.1
2417.1;34165.6
2417.2;31805.5
2417.3;33978
2417.4;29843.6
2417.5;35472.7
2417.6;43460.9
2417.7;28964.7
2417.8;31205.2
2417.9;53735.4
2418;40670.3
2418.1;46198.8
2418.2;43048.2
2418.3;25780.2
2418.4;30656.4
2418.5;32992.1
2418.6;37225.1
2418.7;40177.3
2418.8;45014.3
2418.9;38287.5
2419;29802
2419.1;45298.8
2419.2;33711.6
2419.3;42928.7
2419.4;28129.3
2419.5;31864.7
2419.6;37583.2
2419.7;32910.9
2419.8;28473.3
2419.9;58196.2
2420;53003.6
2420.1;58434.9
2420.2;36462.6
2420.3;45213.8
2420.4;45637.3
2420.5;46343.9
2420.6;61135.6
2420.7;57677
2420.8;35043.8
2420.9;32582.2
2421;42633.9
2421.1;51478.8
2421.2;49948.1
2421.3;51478.2
2421.4;50660.6
2421.5;33412.2
2421.6;45690.7
2421.7;41041.8
2421.8;38638.2
2421.9;53977.5
2422;70734.1
2422.1;54775.7
2422.2;36081.1
2422.3;40147.9
2422.4;27160.6
2422.5;26817.4
2422.6;51080.2
2422.7;38431.1
2422.8;71204.8
2422.9;49109
2423;50097.8
2423.1;42731.2
2423.2;35534.2
2423.3;42213.7
2423.4;56604.8
2423.5;43532
2423.6;34648.8
2423.7;40739.1
2423.8;39788.5
2423.9;43260.8
2424;41457.4
2424.1;30564.2
2424.2;46410.2
2424.3;56202.6
2424.4;46857.1
2424.5;50324.2
2424.6;60735
2424.7;53759
2424.8;33594.3
2424.9;50786.7
2425;55902.6
2425.1;49222
2425.2;49894.2
2425.3;31320.1
2425.4;48904.9
2425.5;47663.2
2425.6;31548.8
2425.7;44942.4
2425.8;55448.4
2425.9;42555.2
2426;33869.8
2426.1;33277.6
2426.2;51747.3
2426.3;37814.3
2426.4;45632.8
2426.5;46171.5
2426.6;48663.8
2426.7;23693.4
2426.8;33420.3
2426.9;43803
2427;27238.7
2427.1;39280.2
2427.2;41917.1
2427.3;47893.3
2427.4;37137.3
2427.5;42124.7
2427.6;41603.4
2427.7;34149.6
2427.8;23394.3
2427.9;29908.7
2428;25358.2
2428.1;28929.8
2428.2;26161.5
2428.3;32757.9
2428.4;31311.8
2428.5;44895
2428.6;25384.2
2428.7;42027.4
2428.8;27913.4
2428.9;33016.5
2429;33644.6
2429.1;29748
2429.2;33323.6
2429.3;32052.6
2429.4;49034.2
2429.5;26491.9
2429.6;46350.8
2429.7;57817.9
2429.8;36317.8
2429.9;42602.3
2430;26251.6
2430.1;35602.5
2430.2;32929
2430.3;31071.6
2430.4;31435.2
2430.5;34458.7
2430.6;26752.5
2430.7;44936.8
2430.8;36969.4
2430.9;34423.6
2431;43030.8
2431.1;48442.4
2431.2;35026.4
2431.3;29431
2431.4;28853.5
2431.5;21719.8
2431.6;32872.5
2431.7;37968.2
2431.8;32845.6
2431.9;33448.8
2432;41976.6
2432.1;40308.5
2432.2;48746.5
2432.3;37336.6
2432.4;27655.9
2432.5;44300.6
2432.6;35652.2
2432.7;39925.1
2432.8;41791.3
2432.9;30416.2
2433;45949.4
2433.1;30263.3
2433.2;39183.6
2433.3;59843.9
2433.4;32802.2
2433.5;39997.8
2433.6;33057
2433.7;39771
2433.8;25678.2
2433.9;35974
2434;26837.5
2434.1;31525
2434.2;41255.4
2434.3;25079.1
2434.4;33102.6
2434.5;39622.7
2434.6;40283.4
2434.7;31023.5
2434.8;44666.8
2434.9;33016.2
2435;36665.6
2435.1;49087
2435.2;49840.9
2435.3;30774.8
2435.4;32683.7
2435.5;30010.6
2435.6;41102.2
2435.7;40937.1
2435.8;37764.2
2435.9;44417.8
2436;55897
2436.1;30489.8
2436.2;31596.9
2436.3;36476.2
2436.4;34016.5
2436.5;34118.6
2436.6;41789.2
2436.7;38532.6
2436.8;44293
2436.9;24933.8
2437;52039.8
2437.1;37619.1
2437.2;39472.9
2437.3;43102.5
2437.4;34082.7
2437.5;40973.6
2437.6;32443.3
2437.7;38296.2
2437.8;55456.3
2437.9;29839.6
2438;45558
2438.1;55719
2438.2;39853.6
2438.3;31027
2438.4;30048.2
2438.5;34461.5
2438.6;40113
2438.7;52484
2438.8;50000.9
2438.9;47879.6
2439;35829.6
2439.1;50271.5
2439.2;47716.4
2439.3;47082.6
2439.4;32275.2
2439.5;42264.7
2439.6;31174.4
2439.7;36756.3
2439.8;36163.4
2439.9;25362.5
2440;71564.2
2440.1;37364.1
2440.2;48979.8
2440.3;70943.5
2440.4;39874.8
2440.5;43007.9
2440.6;39481.8
2440.7;47972.7
2440.8;62568.8
2440.9;61449.8
2441;44800.9
2441.1;55674
2441.2;41043.3
2441.3;39305
2441.4;34344.3
2441.5;53293.4
2441.6;60051.4
2441.7;56157.8
2441.8;46819.6
2441.9;31855
2442;25883.5
2442.1;56169.2
2442.2;73050.1
2442.3;61163.8
2442.4;40953.4
2442.5;50667.4
2442.6;43665.7
2442.7;39491.5
2442.8;38251.8
2442.9;49749.4
2443;39546.2
2443.1;37387.1
2443.2;38434.2
2443.3;44808.2
2443.4;44913.9
2443.5;58834.8
2443.6;46062.9
2443.7;50551
2443.8;31391.4
2443.9;42002.2
2444;31075.4
2444.1;42755.5
2444.2;38076.3
2444.3;31598.5
2444.4;47542.6
2444.5;59089.1
2444.6;41678.6
2444.7;40042.9
2444.8;30230.5
2444.9;40693.7
2445;33775.5
2445.1;45781.6
2445.2;26347.9
2445.3;39645.2
2445.4;38144.2
2445.5;51772.3
2445.6;34856.6
2445.7;47933.9
2445.8;36605.4
2445.9;38061.4
2446;32888.2
2446.1;45667.4
2446.2;42151.8
2446.3;47261.1
2446.4;48115.5
2446.5;56120.6
2446.6;46093.8
2446.7;37623.9
2446.8;49053.8
2446.9;27450.9
2447;45714.6
2447.1;31359.6
2447.2;37005.4
2447.3;33929
2447.4;43079
2447.5;37728.5
2447.6;38136.6
2447.7;38358
2447.8;33337.5
2447.9;37701.5
2448;28427.8
2448.1;41700.9
2448.2;30696.6
2448.3;42037.6
2448.4;36631.9
2448.5;32645.2
2448.6;39843.5
2448.7;34621.3
2448.8;46245.4
2448.9;35897.1
2449;47356.7
2449.1;26221.4
2449.2;51980.4
2449.3;29560.1
2449.4;44126.8
2449.5;40541.8
2449.6;25730.5
2449.7;33455.9
2449.8;18097
2449.9;34578.9
2450;34911.8
2450.1;42019.8
2450.2;35277.7
2450.3;31629
2450.4;51169.8
2450.5;39550.2
2450.6;28907.1
2450.7;36133.8
2450.8;25385.9
2450.9;28738.6
2451;33841.8
2451.1;49745.4
2451.2;41710.2
2451.3;45841.2
2451.4;30243.5
2451.5;31302.8
2451.6;38629.8
2451.7;26860
2451.8;36231.6
2451.9;37512.6
2452;32876.6
2452.1;36314.9
2452.2;27551.8
2452.3;42492.2
2452.4;43874.4
2452.5;29361.6
2452.6;37144.9
2452.7;42846.6
2452.8;24406.6
2452.9;24970.1
2453;28595.6
2453.1;41986.5
2453.2;62670.2
2453.3;35126.4
2453.4;36835.7
2453.5;30157.4
2453.6;23618.6
2453.7;47250.3
2453.8;49264.3
2453.9;38208.5
2454;27543.4
2454.1;30722
2454.2;32573
2454.3;44236.2
2454.4;37838.7
2454.5;33799.4
2454.6;32525.3
2454.7;16432.9
2454.8;56404.2
2454.9;48927
2455;53222.2
2455.1;35850.7
2455.2;43935.2
2455.3;30970.7
2455.4;24928.7
2455.5;31751.4
2455.6;34327.6
2455.7;36215.5
2455.8;41350.6
2455.9;36177
2456;27825.8
2456.1;25447.1
2456.2;43291
2456.3;36257.8
2456.4;34352.4
2456.5;45084.5
2456.6;35332.9
2456.7;44825.3
2456.8;25005.2
2456.9;35819.8
2457;26751.8
2457.1;43552.8
2457.2;42918.9
2457.3;20995.8
2457.4;33047.5
2457.5;36939.6
2457.6;23776.8
2457.7;33788.2
2457.8;28582.8
2457.9;45492.8
2458;33669.6
2458.1;40533.3
2458.2;47874.7
2458.3;20892.9
2458.4;25022.6
2458.5;36681.4
2458.6;42941.6
2458.7;33253.4
2458.8;30784.9
2458.9;34427.2
2459;34727.7
2459.1;39483.8
2459.2;25687.9
2459.3;30217.2
2459.4;37966.3
2459.5;24902.1
2459.6;38562.1
2459.7;35447
2459.8;37712.6
2459.9;35034
2460;31343.8
2460.1;28867.8
2460.2;37431.4
2460.3;34602.2
2460.4;36785.4
2460.5;34775
2460.6;41368.7
2460.7;47098.2
2460.8;25030.5
2460.9;46240
2461;35188.1
2461.1;29684
2461.2;21446.4
2461.3;24374.2
2461.4;31217
2461.5;37403
2461.6;42085.1
2461.7;38251.6
2461.8;44693.5
2461.9;32168.3
2462;17333.8
2462.1;35735.3
2462.2;26743
2462.3;27932.4
2462.4;28506
2462.5;26378.2
2462.6;36155.7
2462.7;29085.5
2462.8;32562.1
2462.9;31510.1
2463;24941.5
2463.1;32663.4
2463.2;30029.9
2463.3;34968.6
2463.4;26400.4
2463.5;37246.7
2463.6;39019.2
2463.7;17919.8
2463.8;21253.8
2463.9;30113.1
2464;65709.2
2464.1;22955.4
2464.2;26474.6
2464.3;34548.5
2464.4;37344.6
2464.5;27891.4
2464.6;32154.8
2464.7;33292.2
2464.8;30018.2
2464.9;19367.6
2465;31262.9
2465.1;24825.8
2465.2;33414.3
2465.3;30945.3
2465.4;38185.5
2465.5;23566.8
2465.6;40312.6
2465.7;34099.4
2465.8;24119.3
2465.9;21885.8
2466;52706.5
2466.1;32645.7
2466.2;29394
2466.3;46093
2466.4;35326.8
2466.5;34901.1
2466.6;30320.2
2466.7;29338.8
2466.8;40980.2
2466.9;19858.5
2467;33065
2467.1;24252.3
2467.2;37480.5
2467.3;34982.2
2467.4;36301.5
2467.5;29695.8
2467.6;33631.9
2467.7;28167.4
2467.8;30781.3
2467.9;33360.6
2468;41938.4
2468.1;48562.2
2468.2;19415.4
2468.3;36495
2468.4;42873.3
2468.5;34366.8
2468.6;34975.8
2468.7;42080.8
2468.8;25345.3
2468.9;19323
2469;35931
2469.1;52890.5
2469.2;32151.2
2469.3;36143.8
2469.4;34788.4
2469.5;22655.7
2469.6;24406.8
2469.7;29436.7
2469.8;24466.7
2469.9;45977.1
2470;51927.4
2470.1;30606.6
2470.2;20889
2470.3;38138.6
2470.4;35473.7
2470.5;28442.2
2470.6;52107.3
2470.7;34978.6
2470.8;27135.6
2470.9;31262.1
2471;47191.5
2471.1;42268.9
2471.2;32247.8
2471.3;47015
2471.4;28191.1
2471.5;21274.5
2471.6;24491
2471.7;40010.2
2471.8;41117.3
2471.9;50164.6
2472;21799.6
2472.1;24421.3
2472.2;27968.2
2472.3;34272.5
2472.4;49188.9
2472.5;36624.2
2472.6;26498.2
2472.7;33574.2
2472.8;38701.3
2472.9;50222.1
2473;47091.9
2473.1;27571.3
2473.2;32428.4
2473.3;19718.9
2473.4;31111.8
2473.5;52058.2
2473.6;41594.7
2473.7;27933.9
2473.8;37081
2473.9;46708
2474;26992.1
2474.1;39015.9
2474.2;29736.7
2474.3;35700.3
2474.4;34894.9
2474.5;40489.9
2474.6;37579
2474.7;27108.2
2474.8;42420.8
2474.9;39020.1
2475;28315.6
2475.1;37481
2475.2;40388.7
2475.3;32568
2475.4;42580.1
2475.5;37633.8
2475.6;34935.8
2475.7;23148.1
2475.8;36737.8
2475.9;29957.9
2476;41641.7
2476.1;35361
2476.2;41605.2
2476.3;43077.1
2476.4;27075.3
2476.5;35912.4
2476.6;39184.6
2476.7;36838
2476.8;56852.3
2476.9;51659.6
2477;38796.1
2477.1;42966.6
2477.2;34099
2477.3;42931.4
2477.4;38821.3
2477.5;34218.4
2477.6;50274.1
2477.7;42671.3
2477.8;41166.4
2477.9;51975.2
2478;50235.1
2478.1;48128.7
2478.2;32952.6
2478.3;48709.6
2478.4;39629.9
2478.5;34915.1
2478.6;61635.1
2478.7;37240
2478.8;41895.1
2478.9;37646.9
2479;47260.8
2479.1;45504.6
2479.2;44903.6
2479.3;26991.4
2479.4;38694.6
2479.5;26173.9
2479.6;28909.6
2479.7;41249.9
2479.8;28985.1
2479.9;51249
2480;33458.3
2480.1;43579.7
2480.2;36983.3
2480.3;53304.9
2480.4;51557.3
2480.5;53721.8
2480.6;32379.2
2480.7;35328.5
2480.8;24345.1
2480.9;34189.4
2481;43099
2481.1;42499
2481.2;58860.4
2481.3;40755.4
2481.4;25977.8
2481.5;22528.6
2481.6;42717.3
2481.7;46849.3
2481.8;44007
2481.9;55318.4
2482;26748.6
2482.1;33808.6
2482.2;39095.9
2482.3;36960.4
2482.4;51559.2
2482.5;30051.6
2482.6;38056.7
2482.7;45263.8
2482.8;35219.8
2482.9;49191.1
2483;38456.3
2483.1;53464.9
2483.2;26845
2483.3;37166
2483.4;42934.4
2483.5;35755.6
2483.6;32741.1
2483.7;52622.6
2483.8;36604.2
2483.9;37606.5
2484;51070.2
2484.1;34522.6
2484.2;40506.6
2484.3;24107.4
2484.4;29724.6
2484.5;27022.6
2484.6;36507
2484.7;32055.4
2484.8;40139.3
2484.9;34061.2
2485;32237
2485.1;41375.8
2485.2;34554.4
2485.3;45994.8
2485.4;33827.9
2485.5;42010.2
2485.6;40996.8
2485.7;39203.2
2485.8;35572.2
2485.9;37441.5
2486;35151.8
2486.1;37399.1
2486.2;31877.7
2486.3;45410.2
2486.4;30890.6
2486.5;15937.8
2486.6;44523.4
2486.7;31530.1
2486.8;37459.7
2486.9;53436.5
2487;30521.7
2487.1;26948.7
2487.2;38422
2487.3;29891.2
2487.4;32774.2
2487.5;36907.6
2487.6;35114.9
2487.7;45220.2
2487.8;18599.4
2487.9;45229.9
2488;41185.5
2488.1;22574.6
2488.2;28859.9
2488.3;39357.5
2488.4;31137.4
2488.5;47847.4
2488.6;48797.9
2488.7;34776
2488.8;33545.5
2488.9;25995.4
2489;44764.6
2489.1;29532.1
2489.2;40748.6
2489.3;34584.3
2489.4;33393.1
2489.5;33627
2489.6;51779.2
2489.7;55399.4
2489.8;32616.6
2489.9;42906.2
2490;48762.3
2490.1;42819.3
2490.2;29174.2
2490.3;41673.8
2490.4;22361.2
2490.5;53165.5
2490.6;56911.1
2490.7;56604.7
2490.8;38655.1
2490.9;36754.1
2491;25976.3
2491.1;39718.4
2491.2;44445.4
2491.3;46161.7
2491.4;50454.8
2491.5;44379.4
2491.6;40514.8
2491.7;47948.7
2491.8;53644.9
2491.9;39094.2
2492;46338.4
